title,authors,average_rating,publication_year
Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,3.83,2003
Queer,William S. Burroughs,3.59,1998
Cities of the Red Night,William S. Burroughs,3.77,2001
William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,4.26,2008
Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,4.36,2001
My Education: A Book of Dreams,William S. Burroughs,3.7,1996
Trainspotting (Mark Renton  #2),Irvine Welsh,4.09,2002
Trainspotting,Murray Smith,4.03,2002
Trainspotting,Irvine Welsh/Eric Lindor Fall,4.09,1998
Marabou Stork Nightmares,Irvine Welsh,3.86,1997
You'll Have Had Your Hole,Irvine Welsh,3.51,1998
Ecstasy,Irvine Welsh/Alain Defossé,3.55,2000
Filth,Irvine Welsh,3.73,1998
The Female Brain,Louann Brizendine,3.83,2006
Imaginary Friends,Nora Ephron,3.54,2003
Scribble  Scribble: Notes on the Media,Nora Ephron,3.7,1979
Life Amongst the Modocs,Joaquin Miller/Alan Rosenus/Malcolm Margolin,4.32,1997
Devil's Backbone,Terry C. Johnston,4.17,1991
Soldados de Salamina,Javier Cercas,3.81,2001
Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,4.02,2006
"Laguna  I Love You: The Best of ""Our Town""",John Weld/Phil Interlandi,0.0,1996
"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,4.0,2006
The Deep (Dive  #2),Gordon Korman,3.78,2003
The Discovery (Dive  #1),Gordon Korman,3.72,2003
New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy  Mitchell/June Kim,3.75,2003
The Stowaway Solution (On The Run  #4),Gordon Korman,4.11,2005
The Abduction (Kidnapped  #1),Gordon Korman,3.99,2006
The Fugitive Factor (On The Run  #2),Gordon Korman,4.13,2005
Chasing The Falconers (On The Run  #1),Gordon Korman,4.05,2005
Losing Joe's Place,Gordon Korman,4.05,1991
Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,4.06,2000
The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,4.01,1991
The Contest (Everest Trilogy),Gordon Korman,3.85,2002
The Deep (Dive Trilogy),Gordon Korman,3.78,2003
No More Dead Dogs,Gordon Korman,3.71,2001
Radio Fifth Grade,Gordon Korman,3.55,1991
The Climb (Everest Trilogy),Gordon Korman,3.9,2002
The Contest (Everest  #1),Gordon Korman,3.85,2002
Casino Royale (James Bond  #1),Ian Fleming,3.73,1988
The Eternal Flame (Merlin  #11),T.A. Barron/David Elliot,4.22,2006
The Ivy Tree,Carolyn Brown,4.24,2001
Street Magic (The Circle Opens  #2),Tamora Pierce,4.15,2006
Wolf-Speaker (Immortals  #2),Tamora Pierce,4.21,2005
Leonardo's Notebooks,Leonardo da Vinci/H. Anna Suh,3.93,2005
The Golden Notebook,Doris Lessing,3.76,1999
Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.29,2000
M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,4.0,2002
Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),Ron Roy/John Steven Gurney,4.19,2007
William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,3.97,1999
Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth,E.L. Konigsburg,3.79,2007
Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton,3.79,1995
The Merchant of Venice,William Shakespeare/Robert     Smith/Jonathan    Morris,3.8,2005
Catherine  Called Birdy,Karen Cushman,3.71,2004
How to Build a Time Machine,Paul Davies,3.82,2002
Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald/Peter H. Reynolds,4.15,2006
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,4.08,2006
Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald/Peter H. Reynolds,4.07,2005
Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,4.08,2010
Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald/Peter H. Reynolds,4.04,2003
Judy Moody Saves the World! (Judy Moody #3),Megan McDonald/Peter H. Reynolds,4.03,2004
Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,4.01,2006
Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,4.02,2005
Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,4.17,2001
Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,4.17,2006
Charlotte's Web,E.B. White/Garth Williams/Kate DiCamillo,4.17,2006
Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,4.13,2006
Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,3.68,2003
The Runaway Jury,John Grisham,3.98,2006
The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,4.02,2002
The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,4.13,1994
Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,3.47,1988
Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,3.47,1988
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,4.07,2000
Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,4.33,2003
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,4.07,2003
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,2003
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll/Hugh Haughton/John Tenniel,4.07,2003
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,1999
The Art of Warfare,Sun Tzu/Roger T. Ames,3.97,1993
The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,4.08,2003
Black Ice (Ice  #1),Anne Stuart,3.71,2005
A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,2005
White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,3.77,2003
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu/Laura Rosenthal,3.83,1999
Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,2006
A World Lit Only by Fire,William Manchester/Barrett Whitener,3.85,2007
War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier/Christopher Collier,3.59,1987
Skellig (Skellig  #1),David Almond,3.8,2001
Skellig: The Play,David Almond,3.61,2003
Les Misérables,Victor Hugo/Charles E. Wilbour,4.17,1992
Les Misérables,Victor Hugo/Charles E. Wilbour/James K. Robinson,4.3,1982
Les Misérables,Victor Hugo/Charles E. Wilbour/Peter Washington,4.17,1998
Les Miserables (Stepping Stones),Monica Kulling/Victor Hugo,4.28,1995
Because Of Winn Dixie,Kate DiCamillo,4.04,2000
At the Edge of the World (Crispin  #2),Avi,3.69,2006
The Story of Avis,Elizabeth Stuart Phelps/Carol Phillips,3.55,1985
Poppy,Avi,3.96,2005
Poppy's Return,Avi/Brian Floca,3.99,2006
The Secret School,Avi,3.79,2003
The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer/Monica Gesue,3.96,2001
Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,3.96,2001
Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer/Monica Gesue/Joyce White,3.88,2002
The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,4.05,2004
Violet Makes A Splash (Sister Magic),Anne Mazer/Bill Brown,3.96,2007
The Trouble With Violet,Anne Mazer/Bill Brown,3.89,2007
Knowledge Is Power (The Amazing Days of Abby Hayes: #15),Anne Mazer,3.97,2004
The Trumpet of the Swan,E.B. White/Fred Marcellino,4.08,2000
Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,1998
Sachs & Violens,Peter David/George Pérez,3.26,2006
Nicomachean Ethics,Aristotle/Joe Sachs,3.94,2002
Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,4.41,2004
His Dark Materials,Nicholas Wright/Philip Pullman,4.02,2004
His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,2005
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,2001
The Cricket in Times Square,George Selden/Garth Williams,4.02,1999
Lucie Babbidge's House,Sylvia Cassedy,3.73,1993
Nine Horses,Billy Collins,4.17,2003
The Apple that Astonished Paris,Billy Collins,4.2,1999
The Circle (Dan Lenson  #3),David Poyer,4.09,1993
The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,3.72,2003
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,4.27,2004
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce/Trini Alvarado,4.27,2005
Video Girl Ai  Vol. 15: Len's Story,Masakazu Katsura,3.75,2006
The Ships of Earth (Homecoming Saga #3),Orson Scott Card,3.54,1995
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,4.33,1999
Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,2006
For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,3.97,2005
Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.91,1990
On Duties (De Officiis),Marcus Tullius Cicero/Walter Miller,3.96,1913
Peony in Love,Lisa See,3.6,2007
See How She Dies,Lisa Jackson,3.9,2004
Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,2006
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,2002
i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson/Chuck Klosterman,4.11,2006
No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,1990
How to be Idle,Tom Hodgkinson,3.81,2005
The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,3.73,2003
The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.7,2004
The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,4.35,1999
The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian/Richard Snow,3.99,2004
The Truelove (Aubrey & Maturin #15),Patrick O'Brian,4.36,1993
Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,4.38,2000
Field Guide to Home Buying in America,Mark LeVine/Michael Pollan/Stephen M. Pollan,2.5,1988
Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,4.1,1999
The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam/Charles McKeown,3.52,1989
The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,4.44,1989
The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,4.08,2005
The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,4.38,1989
The Gangs of New York,Herbert Asbury/Jorge Luis Borges,3.6,2001
All Around the Town,Herbert Asbury,3.62,2003
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,4.08,2002
The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Scott McKowen,3.91,2004
The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,3.91,2006
The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,4.0,1989
The Short Stories  Vol 3,Ernest Hemingway/Stacy Keach,3.77,2003
Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3.0,2006
Sebastopol (Images of America: California),Western Sonoma County Historical Society,4.4,2003
Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,4.44,2006
Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann/Sheila Z.,2.67,2002
Paris Spleen,Charles Baudelaire/Louise Varèse,4.3,1970
The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,4.3,2006
Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),Charles Baudelaire/Wallace Fowlie,4.35,1992
On Wine and Hashish,Charles Baudelaire/Andrew Brown/Margaret Drabble,3.93,2002
Intimate Journals,Charles Baudelaire/Christopher Isherwood/W.H. Auden,3.73,2006
The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),Charles Baudelaire/Jonathon Mayne,3.96,1995
Candide,Voltaire/Larousse,3.77,2007
Candide,Voltaire/Mona Mulhair,3.77,2005
The Handbook (The Encheiridion),Epictetus/Nicholas P. White,4.23,1983
A Manual for Living,Epictetus/Sharon Lebell,4.23,1994
Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus/William A. Oldfather,4.34,1928
A Stranger Came Ashore,Mollie Hunter/Lisa Falkenstern,3.82,1977
Rob Roy MacGregor,Nigel Tranter,3.93,2012
Rob Roy,Walter Scott,3.7,2000
From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott/George Grant,3.7,2000
Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,4.0,1994
D'Aulaires' Book of Norse Myths,Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,4.39,2005
Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,4.2,1997
The Prose Edda,Snorri Sturluson/Jesse L. Byock,4.17,2005
Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova/Swain Wódening,3.83,2005
Tales of the Norse Gods,Barbara Leonie Picard/Rosamund Fowler,4.05,2001
The Tristan Betrayal,Robert Ludlum,3.84,2004
Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,3.64,2003
The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,2006
Oh  The Places You’ll Go!,Dr. Seuss,4.35,2003
Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins/Paul O. Zelinsky,3.94,2006
Melville: His World and Work,Andrew Delbanco,4.04,2006
Racso and the Rats of NIMH (Rats of NIMH  #2),Jane Leslie Conly/Leonard B. Lubin,3.77,1988
R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),Jane Leslie Conly/Leonard B. Lubin,3.54,1991
The Dance of the Dissident Daughter,Sue Monk Kidd,3.95,2002
Talk Talk,T. Coraghessan Boyle,3.42,2006
Drop City,T. Coraghessan Boyle/Richard Poe,3.85,2004
Tooth and Claw,T. Coraghessan Boyle,3.82,2006
East Is East,T. Coraghessan Boyle,3.64,1991
After the Plague: and Other Stories,T. Coraghessan Boyle,3.86,2002
Descent of Man,T. Coraghessan Boyle,3.96,1990
World's End,T. Coraghessan Boyle,4.01,1990
If the River Was Whiskey: Stories,T. Coraghessan Boyle,3.94,1989
If the River Was Whiskey,T. Coraghessan Boyle,3.94,1990
American Writers  Supplement VIII,Jay Parini/August Wilson,0.0,2001
Greasy Lake & Other Stories,T. Coraghessan Boyle,3.94,1986
L'Orient  c'est l'Orient,T. Coraghessan Boyle,3.64,1993
An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,1990
Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,4.05,1988
So Yesterday,Scott Westerfeld,3.58,2005
Specials (Uglies  #3),Scott Westerfeld,3.77,2006
Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,2006
Pretties (Uglies  #2),Scott Westerfeld,3.85,2005
Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,2007
Uglies (Uglies  #1),Scott Westerfeld,3.86,2005
Evolution's Darling,Scott Westerfeld,3.51,2000
The Butterfly Tattoo,Philip Pullman,3.19,2005
Count Karlstein,Philip Pullman/Diana Bryan,3.5,2000
The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,2006
The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.99,2006
The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.25,2006
Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,4.14,2006
Westmark (Westmark  #1),Lloyd Alexander,3.92,2002
The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.13,2006
The Foundling and Other Tales of Prydain,Lloyd Alexander,3.93,2006
The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell/Lloyd Alexander,4.22,2003
A Lloyd Alexander Collection,Lloyd Alexander,4.24,2001
The Philadelphia Adventure,Lloyd Alexander,3.88,2002
Libra,Don DeLillo/Michel Courtois-Fourcy,3.99,2001
Zorro,Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان,3.76,2005
House of Leaves,Mark Z. Danielewski,4.1,2000
A Parchment of Leaves,Silas House,4.18,2003
The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,3.82,2006
The Complete Calvin and Hobbes,Bill Watterson,4.82,2005
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,1995
It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,4.76,1996
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,1994
The Days Are Just Packed,Bill Watterson,4.69,1993
The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,4.63,2008
Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,4.71,2001
Ship of Fools,Richard Paul Russo,3.74,2001
The Rosetta Codex,Richard Paul Russo,3.21,2005
The Illustrated Man,Ray Bradbury,4.14,1976
The Sot-Weed Factor,John Barth,4.09,2005
The Floating Opera and The End of the Road,John Barth,4.03,1997
Chimera,John Barth,3.73,2001
Letters,John Barth,3.81,1994
Scar Lover,Harry Crews,3.79,1993
Narcisse et Goldmund,Hermann Hesse,4.2,1991
Demian,Hermann Hesse/Stanley Appelbaum,4.13,2002
The Ship Avenged,S.M. Stirling,4.06,1997
Dragon's Kin (Pern  #17),Anne McCaffrey/Todd McCaffrey,3.92,2004
Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey/Dick Hill,4.1,2005
House of Stairs,William Sleator,3.85,1991
Oddballs,William Sleator,3.87,1995
Hell Phone,William Sleator,3.5,2006
The Beasties,William Sleator,3.83,1999
The Duplicate,William Sleator,3.68,1999
Strange Attractors,William Sleator,3.72,1991
Parasite Pig (Interstellar Pig #2),William Sleator,3.64,2004
The Boy Who Couldn't Die,William Sleator,3.68,2005
Among the Dolls,William Sleator,3.65,2006
That's Silly,William Sleator/Lawrence Di Fiori,3.6,1981
Once Said Darlene,William Sleator/Steven Kellogg,3.62,1979
Boltzmon!,William Sleator,3.62,1999
Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,2001
A Birthday for Frances,Russell Hoban/Lillian Hoban,4.24,2002
Pilgermann,Russell Hoban,4.02,2002
How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban/Quentin Blake,4.29,2006
World's Fair,E.L. Doctorow,3.83,1996
The March,E.L. Doctorow,3.8,2006
Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,4.29,1994
The Discomfort Zone: A Personal History,Jonathan Franzen,3.4,2006
A Confederacy of Dunces,John Kennedy Toole,3.89,2003
A Confederacy of Dunces,John Kennedy Toole/Walker Percy,3.89,2000
La conjura de los necios,John Kennedy Toole,3.89,2006
Lost,Gregory Maguire/Douglas Smith,2.82,2002
The Dream Stealer,Gregory Maguire/Diana Bryan,3.64,2002
Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire/Elaine Clayton,3.52,2001
Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,4.18,2005
A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,2006
My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,4.02,2005
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,1984
